Account,Token Account,Quantity,Percentage
8b8qx7XQGwWT7GLioCRbDM9M81cEaEv9FNv9nj8TbmkK,BqgtGx4DT6aju1ojPz8eqN874wdt19BadojmMnRzwEpV,2106.18,0.00
8u7RQ2x96bDCYLqUU8rGGAxaHgBUa7APLAbVh9qhn69h,H3b6u4YoPhkAvReiz3N55ZXY91E5xJt36RgaQjXP6QbH,2102.67,0.00
96KoCaAGXkesYZ2sHiAHDcrMyPZAAKqkF235i8j8vcMp,EBNR2qwya18eQkcMoWQK64nriFWzTwTRr2K6LupcNyHZ,2075.82,0.00
Ha83RjABBy84agnaXZt3VNGE3ubsUJ54nwebnon8dZpz,7uUzDQ4bY4dBDY7jxWbnt3yVaWcFsTAvxqHqXaxWYssC,2067.98,0.00
FwxSBerWevUP7p71q6oTREkcbF3RwAW19TJDttiHpT1t,GvKhPnmP8jg2Uj4H5XYbhvWgUb26BLrnrnH1dxKUhzdH,2067.87,0.00
CK4g8xraYia5HXJpFezLm96Rrp3vAjumq33uMP3QPvQs,HhVVWuPn93c2j2QxT2FwBhzYA3DszpBB5su9H59asBUP,2067.57,0.00
2HjsPmv2F6mkbyCXF8yRxtRs1QYMjoL77Fbk4hhvnfvL,81f5fGgbHFLu1vr81C3LM1YwfVrc9MretkPibtU9dgfs,2053.91,0.00
6U91aKa8pmMxkJwBCfPTmUEfZi6dHe7DcFq2ALvB2tbB,DrvMyuFAhkcooGvwYwgUX6ePiBwgkMhM7nivtDJFoRtf,2009.19,0.00
5QJbvqHJAp7inJHAHxZCEDPCYv2YjnNts3ggDE3vHkLs,CkoywcgEeYVM6zuFG9Y761Cp1BVyVkBPAkqywmz4xkQm,2004.78,0.00
DSN3j1ykL3obAVNv7ZX49VsFCPe4LqzxHnmtLiPwY6xg,4dGCj9wyP4Hs6cHpon7PLjFHrDxjoFhjxuWwTG5ZcQuF,2002.74,0.00
9LpaZiDGztTgz1MNY3hzhgZA9h6P8rQxvLxh19w2xDX3,FiaZ4k2KBUFDcoqhEMkSahLDpYEKYiCUBUVEXPrMuBgR,2000.00,0.00
B1BuP6JiZpQHJh5DkstACm6n9r7XegstuxJtFFkdPrqg,E1bn4zTug92v9HquzBP346nH1KqZD5sPLNc69NEtC5S6,2000.00,0.00
3XPX7ZutyFa2UHhPrXJaBdRBBdscedV1fER6Fmgi3P8z,EHKBXBW38US7R4n2KVKMXxYfe4y2qWBiD5GQavUmTFK3,2000.00,0.00
9VUMBgYHgh1ay1U6ffLuSAbQ1cJRN1iQg39yYqVBDuCA,63VvfugRrEqEXBdVVeKLFDu9Hx1R3YVLr2CsxzvmQdpS,2000.00,0.00
DMgbwK7Ges8jEYTJLy8QHxDkcQAWDVeaPuACTP44TZzJ,5G6Xjn818Wf4AEhYmPQufYj22JNDJbudwjpqPdLsVB7o,1984.48,0.00
CALzytMFpU2fMUKjhhtqZtD4FyxDm2EKZ6VkZ7jvF5QS,Ay3dXAGEJuzkonUAFiyNsf6dGiaiZFRwQZXXxj4rdpJz,1982.65,0.00
H9boApt2VkUH8Lrv9JeidCpRqBFrohAzHnV6pC149RJr,4ZxTbHZV1Ve2vmAqnJd7oFV8Puit3yEhA9dDxJ449thv,1953.71,0.00
5pKi9vQzDMj6yLHr9sqYeyFoiftEmK51t4HMF5J691tm,48374Nm537FSpg5hb91JrKSqXNJSZkkz4nSr7UXyvsYU,1945.25,0.00
BCtmwykNnYmGGqbHmf1rxiwkGdSrxrPeqySJs3gbF9iZ,LM9U1nGHas39v32h7YnKojcHdkU2CFg4ttpb8iXcPpy,1928.15,0.00
3Dr9Ptva96mE8GzAoiFnoaqFjxXPyafqXD1DTFXqsysp,iW2rwoQaUyST9B1ffHmitNeEXfz7Jm6HuWZcghDiFey,1926.05,0.00
HXLgK9ayvCDN2N1rF8HWcSEzskfUSJVeRYWjsZQHkG8V,D5jShuPAxxHhLpddv6wWcRzqbUhqeWnaujPvkhbauNVz,1920.74,0.00
Ekmmd4bvuCbbtyTcrnx7VySFN8aKG5dQ6cR94a3K18Tz,59MhebTKiWdciwu5MFLFXqQL5YrraAQQKvca5ob46LPb,1910.44,0.00
Fvc24zPZWHJBRbJRRHpofP6DjB6xmEqEor8ARFs5EU9Z,4d9hDm5M22MYnunCAAZMxZLnKkiy9rgHdFVvbnppAtdH,1889.41,0.00
4n1KQ6oeDumdNZCdmWKQAVDaybbZ1JWPi6k3L45zu7gp,DH6MwdLN2gBXU3dUXQcPg9mgbPsBCdX7n95uD6ZsyWYn,1870.90,0.00
7CrorTkXYbg3HgW1AjNP2qfjQ6Kg6fozNswxbjQSfijV,9SSS8TFQ8TUVFNXVq5AGjVoq3vbgNFqeibBTAtWrRz72,1866.20,0.00
JDvVQRhWPNLGQSC3ghVEtAGN7AQ1ihqPDb4diUZuBDYk,F9Z3NWCcFmo7JCQYMDNWdWn24fdQ1nESA1KzHeUupBQD,1860.17,0.00
FKzMCAr93JWBWN3r33AXajHRcQcjXSAAZWyCLZQbRApc,6nT1tKhckUykhMkTK5tW7EbBsaYxW7N6ykmKgKs9Fy5r,1852.01,0.00
TssFBc3xD3Tku2t7vkZiRfTceqYthwvZjei869q2Gnp,QF3EmanyJ1Zg5JAbDBHKMEjShgBJ8ZwzURBgbrL1pLS,1837.65,0.00
6ayWy3eoNPFqqv6ihhgbmoEkBXrHhHZyxPMajtCnehPB,EsuTfABC9hTN4NPdmqg9zeVhq7yNE2oXLe1FgmbRHeUd,1826.36,0.00
CmhB4wnBdLurui5rw1PtstipyophuVArr49J9FmWba6n,38wEBHve7y4W3vFcD5MNXrsnEX8vFqwD6qQDaxmAHjbQ,1810.17,0.00
DPshUakyuBjZysWp7JP4ujoWrU4FMYy4iqo5mebBhSYc,DpcETQtawVUmPBK1zhudScXDf2pRnq8jRPSZJFgERVpH,1798.46,0.00
Dh7HPERYs4vbJJKPx37rDwyuVBf9K9oRHruUHrugkx5Y,kb8vBEvnYoL76P1LziaGixDYtj7zZyD859vcaRPZEry,1781.80,0.00
Dr6auNRmJDufP5TFPuBydjxeMq3FB37AUk4visZWNJmf,5cjC3mA95NAzVScptvTj5Abmes8B77BwmHPAdhFyovdx,1781.15,0.00
G5aYrZ8YUgwJAuVYd5vwRtuNujF1wChaK3yVDTZJ3sSp,DDkibJ5x2VpbF7mwhYAwiTvD9APABuUDGfpZPDxuvhgc,1777.69,0.00
3CgvbiM3op4vjrrjH2zcrQUwsqh5veNVRjFCB9N6sRoD,6pyRfCHzuhJjZR4evpQrxkH1PGbjcudh9JCh6nMufm1C,1773.11,0.00
4qrFy5kg5nxYrmicRmzxdfJ1yFF4jnrgsnh9JUhFuRkm,ESugTX7oN3GEHLtEsKXJ4B4Jwa1hkPN8CJQPtnQZTYnf,1770.90,0.00
HZkjyNLKHiR6pLR3kNpPm7AWepR8rZfHfeBy4J3y2z9L,31Jay1fbWsPEXfCz7quiWtGDhoG8FyikQ8ULdbCtoVGh,1730.83,0.00
2Rw2hVhceR2KdqbvcG3GCeWeDrw1gf9tJKFVSQ1ZVfJk,BZdFMt6LRg16mPzKVCcciuf16A1bCPPMAwSX3GjtZaiD,1727.10,0.00
59FWjMAbJoicrseqLzLZP4bM4ipV7NcMrLG3FMjwvEh4,52FwSK8EurNF7fQ1P3SJgqBTDSzwkctU1ciCnePybowr,1723.87,0.00
BCRTaRxqiFchBmmyXAt12gX3aHZ8C6bBysXBAib7Y3JK,9UchiyLaLGzdMonm1NS34ucritroV3nRAGWC14z9wfws,1700.00,0.00
HU23r7UoZbqTUuh3vA7emAGztFtqwTeVips789vqxxBw,FPJuczKmcMng71FnfCqV6hPYg35btFwhWsgE3qjvoQYx,1670.50,0.00
4pZmVTk484imo4jHHBfPrp2f2Gfk1YtightGVPCvXZJS,DhzUMGoYNLNjqA8kegAVfYopMdSgVsL7imVdKy5CpPip,1667.41,0.00
7zRtbTeWnVtTBXMtW9gEkxLfZvPxUKEbYGsjGQtTdK2b,8TZHamMRq6mtYyj11aUxgZFhY7xSEci8Fz9f1LAQTKgs,1659.41,0.00
dtv7F94a8QCqjAa87FdFM2o4WELsHfN8DiDiB85zqpw,9tfHmGeiTrU1ALFzCeVtMNJ2oytTTZJdkGigyd9s8n2C,1646.39,0.00
4ksnUQozeNACkRd6cRtZAKccExA7qVyS3bNLRc8jXSMr,BKvcYAtmWsE816jX6mhjiXjB9SJ2g8k3ankxd3o3zws6,1618.62,0.00
52LxGmzaoU8poPxyYXPvwjJJJYVL6iq9SB7UK1CVqZi,EafUPpnuew5NEnRvqh2XxFABJuu9edMYAzwn3BbW15s2,1617.80,0.00
5E6JB5mYmb7tS3bvf3izv5JCBcMfYgtZtVnhfxGdfwQe,DqCqi8mczYyT7i24xNUCzHuiqLmyNij2obHoqwXGzWRu,1600.73,0.00
CdXAq8bGNPER8rML5BmPxp2Avz5DSFSAbCyxhjqP3X7q,DDVgymyt6HuhhRsGjBRsuNa7Lk5fFfGgu5kxjTrCnNmi,1591.66,0.00
Hf6fb6bgYwRZAVyESwv6QeVdnEJYX9rjd9A1WphUB29p,GZbKWDFCLxmMoHRv2nrgrnoWmZhy1tiJAY48h3FxgfbP,1541.73,0.00
7iWnBRRhBCiNXXPhqiGzvvBkKrvFSWqqmxRyu9VyYBxE,9vTTde1y4VVYre14jHQCeE2XCSRSNkhtkhGNvWuyhgj6,1541.04,0.00
DqSZ5yNLVPs39hXKr8S5c6HKY8tXzPTmTJiXoWBP7GhN,Eh2XJh5xsdGDZjYWdWfponAXEsGMD8DXZVaKq6XrvDLA,1516.05,0.00
6MQPkQAu9dANAJujD8f62q3MTsLDVh7JuymoG2wgBjs6,AQiSkua4zEVPZM1SJSd46GEm7RjKHoGBngyHNj1fE61S,1504.52,0.00
2JFEYur8cVdn92vXpfXbXwjJVASfFGsBv1dKL5416y2C,FDLUGEB2avxD94fuiKCZgFSUSFjrdPB6yRJ6Pvxm3RmM,1478.34,0.00
HRrJtUupTqcfv8VMwbsk58qe4TWtbUjiqBjCCMMr8Mm4,xpzk1jfCtBHm1HcPNWRUYK1KQEVoQbjQ3PKxBxGhnDY,1474.82,0.00
7o2rDPvudDTU9Yq3miEMw4m99uZmePWmBXPWCTaNSpJZ,2MXYTbA2DLuPxW7vWLxQ35TFyY6srBEYTxDmko7KSTZv,1470.14,0.00
3FD6ndcPXzeUfmCRdsgYebnDwRLA1cSL4EN1uC5KX5Ja,EmPz1DwLe4ntXVorzueAfZ5aDRF5LLoWwgrVqGUa6jkh,1462.17,0.00
6yFANwjy3UdYLWds58C3KfZk7UzM3vjNVMcRoqhe53tQ,5nP2xzEhhHgEHSDEMSqvarFLnYZiejGKQArtPUqcLS8o,1459.91,0.00
CKqjNVq1Mmob3iNsjMpKpuHVF7M8BmiKCLXiNZPmeFRT,3zECNcDbtXHwx7vyBDesJWwAmUAW89AMqKaZPMP9Yyzh,1449.15,0.00
AUkWzoo2zr4YFNypZBhjwJm2QrDEwVw9reaPZjYjPFUA,64tQA9PYmYoa6vYWEE7zwYBBWXfpzFYv1vkg64Hn3oCD,1444.67,0.00
pA9fzrm9VjJqV7L6PPRqUyRNhHM9iQWiY9xwnvV5S5h,EEaK5qQ9mCsrVSWRysFGgZRgUDZyE6TmYSk3gKcCqwaN,1439.85,0.00
APP9213vXKJggt1CigMCgtp6kNFvsgDMxHyVKY4uVcB3,GqrvEz4m4rRR1dXr6bRrzC5KvejnhQNG9vUSvccCcPx,1438.50,0.00
CcnW22pe6yPybns8h11Y8qkY2GgPFBJGGbDS4yhWgac,7LdA59R4ucomSmWWWu1pHFsCW1j1QaS216jptRMvNste,1437.31,0.00
8MibS2yCWvXr95RUbp19Mzt6QoNsrGnv8u7n5pM7PZoG,DbVAVMuwnPQHoNaX8yiEJBLjjDquoaw5N5b19CLquuVc,1393.23,0.00
8dA5UofWXLZvf2Jv5HCt8fcgKMZkrT2r848vsGjuPhik,5vT6XTLdNXAN8G8aRke72kk5CbtPxeMSp7pLydjQND9q,1379.33,0.00
Ho3VZS5wVPkXR26u8jpWf64qF3m8H1M1CA6R48LVGxuk,5viTKyehtZ4NYidSszsptPRuLaDxkTEuu7bxRT8GhtW9,1375.65,0.00
FS2KJNpSAXvfEWjKV9c2485TL4uP4kJLXTYNrumvgCLv,9oS4HFfs3aoiG5ScbvNJa53p2Lxr2dTv4dK3cj4zWK1n,1359.76,0.00
CgZDZyH7XYoFGvJSU8GCHTkNAoEq7Tpykx5oSrgaRfHw,8BFtcT665GybzTmCGYw3jyWux53NS6AVW9z3vuW1MSDG,1353.35,0.00
tbGT6d3v5Bc77hxci4TvyYiPzfheBVHxTKCHZFQEoQM,CXxZVS1WDsVnjpPnw9nGbuhaXeCdna2byJpkjnghtx4Q,1344.03,0.00
3LuriVoijrSqL3HnEpkKjGowJSwbTV5nEc68QS3C1CwE,E6bBaCrh3Zzm9cM2xhWriNMNo1GTk2ACSxH5bJV4qEUb,1320.56,0.00
DQUgjRQPivivPo71SJuyMVJCjzA2ZbcxgLGSFHQWhMLs,FmSYNSju8JriZXfZePqvtciyBLSCgq7WeWJiSnxDVhq2,1293.85,0.00
H4mhRJQmyrEdbzSEuTHr3qQBQkCGskCCqMeJLC77kQBE,GFDfmsQUGxe3WNmzygM6DvAPhzrfgorueEXksgBN9LoE,1286.71,0.00
AJ9bDTvAFYtD7dana5kHAEaMC9Uvupx6PEsjg4t1P8QM,GZYng3S3rANDwh8spaLKfvZZHqQSfZ19WPSpQ7Zv98tZ,1285.81,0.00
FsCKpVEyHvLGBMnq8614v9LMQFuEHQGr85KfXXcNvyb6,wsHpK6ypytTTTBm9GCx5er3irFWmQfDpJRo1mHHzaGB,1275.71,0.00
52RkYtrK4k5M8U7eAgMALykHADmiuHJEvakmRTfRksM4,33HwNNKJbwPHJbjW9TCdkrEFLRubQQxvj2Mgbtb9nhdH,1272.67,0.00
2iuqsjZPmZgpmDpJatxXpgQya4cXh8x16GEwkG2Z3vHa,HUD5ZiFdpDjDh6uiu6emqJQCuUeJXVafpvg72CBjJnuz,1272.36,0.00
EDcXeJQ4enEj7r4RhtV6UH4i1wPcBhDUv44e2yeJA53a,4pj7qUiXCXhyPftMTyoKUumeMyWJCfbaJUj7eJ4mq2rJ,1268.45,0.00
BQ72nSv9f3PRyRKCBnHLVrerrv37CYTHm5h3s9VSGQDV,7wY5P5fp9TkLGisjd4HGk7nsvkQQcL9Gi7VugiRZAJeu,1256.23,0.00
GFKUTSt6jZhaSAz8oQdfrCYCYK5UhmgyNxBZsCUSpB1v,86DsTVN5ZB7bUpS6dNerT7ufL3CnxjET8QBkfBLtK4g9,1255.51,0.00
93cMAep9kJMVcCKKzfRWbandwgLRybv4qXH5ybzX4LVj,DekC8cVzfeLP3uTiPDvs4tDuteh6PfWdd7daJPUjg5q4,1223.55,0.00
4We2tQiH5r1Ue9C1es6TVe5zZrosdstyXZzmvhNf5ytV,71jtFPqqMoqwGUFHM1Q8vUNLqQqUdg5vcm6yr25pd7NT,1211.09,0.00
B5DMxoUcmfPHSs38vrdEAXTfgHeBtnD9KqMjJGidcgFY,55Ehi1C11EBkK4V8KRB3ok3B81b7475CPFSaagiNa6Bx,1206.57,0.00
4hwdbbwNCF8AN6x2VxWWpCXPxYBnCXw6xKtx8q8826h4,6LAWrzmBhdYnrFypUPATTcRSAw7GEs6ph7QgKkNExpwK,1201.07,0.00
FZ3iRJZEqUtigC6VvcgSXRHzoGPwJbYx5vEFjUSFfibQ,Gi1bJtG2BQzs5zGMhxJ6mcac5S5DEwHHJBAfANx6F2NN,1191.75,0.00
ErFTzuBhz3to671kkKHYLmRYhdxgJGuegsr3Xao9AzbH,9wv8giweLPwuS2dgfoXS3g2E2Fz8tzUdMMSuaPbxWUWA,1183.10,0.00
9v7bLUJPjfM8N1Agbu6dwMHAZokVioDRKPgXjbJwGmXX,GwhJUQiKtf9MWnukHAYcMPRkm5Hhkeprb1VE8gM3Piw4,1179.98,0.00
7M3pTU5xuxTngLcUFpPDNhvX3sjqyBYLUpiVHeePYcKt,2269H8umcMKtx6o6uqXq3CmX11rW3ZZbBFunaqSXS8Xi,1171.78,0.00
HFqp6ErWHY6Uzhj8rFyjYuDya2mXUpYEk8VW75K9PSiY,Bq9gmUtyQuxVo6XrDrp2YgG5x3cYDZWpyRQpvG4r2AEV,1164.54,0.00
8o9fS9WdSYx7HRVUDsk4XuopAKuJ1H9koyD4smZutWiW,HcrEfjVJ9Sw8WEfoj7gRR2Vc59hxYHrH6fXtpKKxwhUQ,1149.37,0.00
8DBmCGfE2qRYVHTd1oei3R3uprdz3M6WdjbJCCWCuwRz,GJdRto5vtxhg9VFEwugk2z21QQriDsKuizJShLf2pCZT,1126.79,0.00
EowawfMvDp4kAc8Gmg9wQzprhC8n5jbVku5HgMxp2ZMw,Cjz6xF7fr7Rd7phPHTKJyTfAqTX7YrigxAQmtQi16rBr,1111.11,0.00
HnwhYPhMXmKpXJzvi1RHveRxxp9uyHwuLhoKtLhbNfXZ,keUqrescmfcy3ZFs7G2AZ3NSjPBUWjcW5QjU8am7fPr,1095.11,0.00
C6p8X8xQspYVe7AGou8JKhMkHqUFRZDBroWBKYLxJXmd,5RxVbedbm4yz7huvii7wo9WiZkkPWqSNBAprUNX3zrXZ,1082.14,0.00
6HxVK5tDoEn6hLsjHkJDMJfVA9JZ5M6wyPbkoq9TStsa,E5poyz46LaxGk4ywgf3tpAyKa6AhJzLM8Qg2po4UhUoX,1072.32,0.00
EeFQtqFQchdxdA3YSGND7aAMg2rV1jeuZeNWewWvBvEK,FFXuhDqXVBCe2KzhobXd5JgA2HYi1JvJ1eyZaJHbqSQc,1071.21,0.00
5cDMsJrU49xi352yLFdt6VBZB39t6eqB1zoZJfyjdvmt,92a9UQeeedQDikF3mopZKEL4D36UGd8rf4vAauauJ3d8,1068.56,0.00
BL7trtdSS2vyRnXccW8HNFttZaZB34wM8yKx7vjW34m9,9QRMyFkG5KRs9oApoRxbjFZ7HfrVjc4J1gMSTTXmTZaV,1056.63,0.00
6RVDRpiaZW2Va9E2iR4Zao37qErgGD8TEpdoa8Anq1bM,AGg9CLxYs31aBYYZYCx899F9DDE7wzFSw7Ugfv8qkJu3,1053.84,0.00
DHQ4KUAmRsouuurFE3nQzPjF4D21whD87e63GfsDnfne,WnkDrokMiv2awUy8S86XZqMdDGEBBUVEMXQgoKiDR7Y,1046.25,0.00
H4N2f6obVafG2ce3jHFtcU1aekawwNL5o4ryG8n1Ypam,38kpHLgTh4P8SBk6B8fpUihRn5e5FdaFC7AqDwauGanb,1037.42,0.00
5usKvRycoyzpJeL8nuPGRutfMknUjzJDRkRfAr4RhyVx,5xZyRMiZVD3ukBHySUefHX8zSWeA5RUyjA8kSQB6UYhB,1014.59,0.00
CCTBBm8vmBcgZrJsaRScJhWJMSCb9sJ23wbRKvMrLDdt,8GU5dgNHNrkAMThAiSQhWzvS7vZAHsKAt9BFdoRfuJEi,1013.90,0.00
D4hs93P4sVnZKp8F2THygwu5kKmzriL48uCdLnBPkPf5,8YitaH9w6EgmC1Gytar7QUfMzeb5X8fLSTYz71XrhEad,1010.56,0.00
2frNvxdqZgkWuu5rqWyxQvP3wycoytA642Pwz3JZWz67,ERHrjwZkWSRLZdHhCzqnJs95K21hz9dk533tFUQnHk72,1008.00,0.00
ETJCeXrFhceF9g6NCpUK82gnSfZpc9eHfrxoVqLMVbQV,BJERvEJjviSCFCXthWMMmHhJjBEaoBhxZyzCB98Cz9rq,1007.05,0.00
AjJRU12cUS44uMPDsxSULB7XkZveekAdPhRGNADy84hk,3Sx5DS3E1MmRSQUdYBihMV7iwb7sos8tKa1z363DuQ5w,1004.80,0.00
DwPEGXbKavsykzBbfMqbi5pzxexJxNQVVGZgyFYoAtDe,22WAnkc85SR3vS8xbs7hUbQpJUBcxBQ85ueAasadHkMA,1000.52,0.00
2km17hch1AWjnf53PGr4xy4Hs5FtAsiQEA9sMFHwwU9v,9zoWDKABY6525K2GkHbqC1jv1SXn6QUwsppPu12J1rdF,1000.00,0.00
E9H6uF74xMxJjWm5Yq1VhGRD2SH5v5UVHaovta8CbJmi,3B6uo4aUBLJ8giLteSyGwNyDyeSYPLUEHd2Wrs9W7B6q,1000.00,0.00
BQRGbHEXq5q687rB89nRczifbHEYegufkxiwBSgMsn9f,E7K57YJbLWRPCgFinkRpYCy2vBHpFt1qsd64ZRFRB9Ax,1000.00,0.00
7te42MT7xpRaRse5w4MrPxYwo6tMmF9TwnZW7VpSRhVH,96p2b7wbNuum3jm3EJTWrHpw5S4c88WcJzJuZeyxp1PS,1000.00,0.00
4Q8Z6LsVmFTb9YfqB47S5WgW8QUXeKi36FB2H8DRjxqC,FTJJe71Hhv1XPXMVzDHykAPQ1XaUfi7PxmWpHoTefNy7,1000.00,0.00
77ry161KovcUhwfGnwXWsAo6BFt5xmz1TFf812fG4otW,DAxCpmoA5PAEfjRBJWRTox1Fie6v2HgmPeBSLLUNMoqg,1000.00,0.00
B4qVQYhM7wpgvYwQzLDKiTm4KrhiW99Ti2LiLZxmiTh5,DFxXP58HuUmNQAt1fm4h2MXrAReo6XmMyRNRMM4bFurx,1000.00,0.00
H8XSRx1c1wTiZYpo6qrwuDS5bWPLXzZg2ot827nRUpGY,8d5NMYMynV5Q9ZVhUVtBDiuuuHtyFfedcCgNkncvTNC1,995.23,0.00
HS4n8WXShonP7CPwJs3d3hskvwhEUS9BqNkfeuEjkpzJ,4gRReH8J2nbVecQmzKYc9xHGaDzXoGjYbZB4JGv2JYE6,994.27,0.00
3euugGECR4qUkbdWwV42c2F9bAKyciGKXpHGPK8qoFck,DLgX2F7RkvQxUTDPySWZZ612jSFC2uPfZeLimzcrd3H2,993.16,0.00
