Account,Token Account,Quantity,AIRDROP
rmr9EhS7DJnZXb4WLDcbFNK8DvA6dHNWN7ijHTsCh3t,HcnrqxYBtbbgmvQ5ixZX9Cu3DqdnMzWQDapaeGEoDk36,221258,2212580
2fZ2tYJSHsE7nSWisRQhF8rfC1Ui2FS4ELwSxcGANGaM,5shXsfnovYivwTeCdVEpzpE8eQYSoSLKbtfbW62idMjQ,216187.68,2161876.8
9iJ45DreNTDtru3uaBXFdyguSZ4vPCQQLXBaCWPAT9Be,6RN79AMng5CD4qM8fqpC1kEC2uMK4qHTeSE2RSKpQjxm,214399.33,2143993.3
Fq86DeebicrgHCuoXQCAgFTYpVqmFezMRJ2nhF26kkgp,2VdZnJFgLnniUdnqJLBrEeTpvbk3Qnib7f1XyQhKNUHF,212101.13,2121011.3
C679Ruck2JLW1NgwNDt7rdavKL3uDd5snLuwhFRmymuQ,9GnuUFk9TzBbL83Zi1S13cDjGRNQEYHKjC4ScDA4XcJ8,209250.17,2092501.7
3VnpWUMSPfbB6oP6NXKTGT5tG1ZA7db7f3X6YkyFtX35,2BwP9WjaTedgXC8g7zJJjvgtgpiVVBj3i9Pq2D9DZdgm,204190.61,2041906.1
9NGC23ch3unEiyb2mN2WaxdWkwD4bN9qwdfcUndVZsDd,DvNBErY6zLDWU5pMroX9M4fCAzL6VGF8R4V1mWTmvcVJ,200009,2000090
CdqHYRagoYD7Kg1ExdWM57vxdPGKxrZwDPrnoeDKiga2,4Hut3R8W7fbh2hCT64CBnm4Z4vSkY2sw9iphfHEM8GXa,200000,2000000
9jXa1YVR2wDx6AXL5h7i3BUe2t4s9Sj3U3NwZM3QSf9m,3GXDHSUxknB4xGxUBdEoMpz2dp6MrcBb2JjSGtFqAQ79,199521.68,1995216.8
6C2W4KQHaGqXzS1bUHgSU1gDEvzkp9QJv1rH9UguS4n4,Hc8wvQSDzkh25ySTB5mHT1o8KCAc7AXKeMzyd8Gc7Rzg,199107.3,1991073
BkhcFULEB6bBYqmXDn7zEb1AUdK8AAnL3uJHEiGWXvdT,8KaaaGSFg9Qa3iVHBeEwv1i2jseTgGBpfBqTJ4MyvyJh,190787.29,1907872.9
47SuoQ92vNC4u66a4bnH6d2gC5MkspB8JjGStLCsuv5x,8U6F6EfrQcNa2rS9Yr1ku8CuqZEtp5w63jztiV4R6mJM,190617.12,1906171.2
CP1bSP4pQJwVPzdfYmKuCyPF43ZvqEps6NDKCAzZs8tJ,DY8R4dAYJLh7ngT7W1CBxTQxebrquZaq3jiqtQeQ7vPh,189940.3,1899403
9uwkiWqsuSGhC5CWHcAp82WCt1LtqahJ1B5j53gYG2pZ,824ermBFeQK2c6bjjbbdNmUsWBT2BNrEqParhkDavL83,189441.75,1894417.5
6NjCiZTVRoCct8nUBKRBAjivRJNeS9wGXnaxQdttXZH4,B1NTXa5zhEZRGbSRFya3P5snhzpchiT9WJb4V2JUJJ7o,187609.75,1876097.5
5Pm6vy6WaVipowpFFWwsupGzPuYMGvsjsYFwiBFKfVd4,F9dH6fpjR8GZZDCPH81Wnz8zCVy3x4bHmd7VV77verZd,184510.28,1845102.8
Fs8twZyj5DJ7wn8sNXJUuSw8veieyax6ma7X6P8WyYYb,GofGJLFz8Lpc6nT4TuGsUmCSfDuzQnMiwqXmFsvNZbpS,182878.69,1828786.9
5Lv4SAaeP4irdFSpTB9jJsLjfZazG7jds4MbYBiY9Rae,D1izsug4mynqES3YFLB1xj1LfSe3KCwKVTPQuNnUL2QG,179849.49,1798494.9
7qqX9gBFLk1scFKQtDckzmN2YHzLMCkEhcAwoSbqXC7k,CxJQhNeHEnZQBMv861hDrxS2ggLXQc8yDYT97ZiQ3MXe,174893.92,1748939.2
HKRqKyThsdGR4wTCbxadm84mRMRpowa63Qg3QvzqjKN2,7yLVnwPKigJL4vZ16cNu1FRW9qCLJofrKRW1y6zdHNLM,169182.92,1691829.2
7tsiqSmGpaDahUwNinz31Fprn5FZwNUkinzdy8GvU24a,J24wmC7FfEzYQiuuW3Rj5A48s3RjAjdQN4Lo8bv6ajrC,168441.43,1684414.3
2LQyKxCMCfb1xfhHpes25YHRZcjiWYqPywpz14NQ2AGv,2cmzt8mJ6Z3TZpZRiocwEm8yjxuCSQe7JRd7MwrgiZKV,167666.19,1676661.9
FGBKa6rZ4oCLmn6MU43MbvKsphocCGW7v9KY1AKArknC,4gH3jfXrAXctn7VkvB9oPrsoM29jyVqzMUHF6K4sermh,166086.13,1660861.3
GTKH7iA1k71Su7cBw57uSdLzWRqvALgDFvKmNdYtAfVp,H8Zn443rE4i5qx2Bp1dPqtZYcgrSw7aENU6ScQgB8BJh,162621.95,1626219.5
EXnjC8HncuMVyF1VzsUZ1cYP6rK6yJxTjbCWgXbrcEsW,64Yt58cWQFVw2wKxXWPe4xCBrv5ctYfD8pKvexGM5SPU,161863.05,1618630.5
7tTsf3RfCdoo9A6PgH93Wjsc96993Q1HWT5B861wZ5T1,5e6hysz6PXMKjRR9o3XUaFzWiYbtxA4oQyV9XmLLFGLr,154310.36,1543103.6
HhRMu4X4WXS9gywMaSVsCCj5ZpzPLX3KPhEDMxuZQFHQ,9G7zT9MDJ5Q29eGTD8DiR7XbGih3KpUBYYLWismz8VoH,153525.68,1535256.8
5hsN2kgBKX2bb4fvPkuoJa7gRiBPiQedN7ZvENxGUk1C,HdYXvGhJ6Zi7PGzAgEEvtF1X6Hx5xk1fr76SGMc8PH2Q,152159.97,1521599.7
71u4qcmEy338i1mTzrrofCJWTsc6JvhGWcquxU3Mp5HQ,5xyjgMcXHCstfU5SzcVJybK3ARDJfWun8WKtP2VzDXWE,150775.5,1507755
6mgnFxA8CrfLgE41vpa7SjQLrmnNpXWYDPWTy2QkjWuu,U5PYvT614dzkaEVXavHyCZbMzAZmraR4TT8YseaMiYV,150390.75,1503907.5
8YjxPaAdMxMZuwPzbm3Cyuh4j9MWEGCzrwRAGdzCiTzn,4NhmVkKqS4dNRQrMRTg51aPFRFiZsyF956giucghnYxb,146638.88,1466388.8
HRioEqNzeAXwJ5h8L7SjYN4UcshnFFaE5GHzbWi9WoP1,F6yrxJSNKHPLRRrLAKD3Pu9VxyhhWReCkrZCAk1X1G1D,146590.4,1465904
73vyfNDxBCgGkKqq2EyQLKUJbANi7zQPHyMCJmmHi5Xo,81AUpNDadjUAcK6Ds6TQuR4tcnXPMVYnqXSnEUamPXwh,143657.8,1436578
Cr1VFRCDy4E6s6EVcUS8TBxw4mdVejAbx199CwLXykwb,4X56EaYVCiHTzaNx4F4TubsvvgTDRQMNAVycSkYSXD1n,139604.6,1396046
1247Ly3k5Bgv31L9fNNGAeJDGm3yBLF4tW46gLYNbgDs,FxhqZiPFGpFRA5TZ5MqLHb8G2V8SyLenVoNRfJQHGDwV,137844.55,1378445.5
DW5KxjWkcBuhvsLtJoxFHghzA2cpza3NJLaqkpsGYc3W,Ajvjax4uvWpTdhVRMAxhKYULSJ1oFfa8BYrcdWFrXXqk,137540.89,1375408.9
8z7Gqunz27cLmnPUKQCaMsKeurPLThfAms9wDkv1c9sW,27kNrDf8o8L5iHEq2NS7k4oxc9UZKJpwGqcG7ERgRzN9,132736.39,1327363.9
CqzTkumSWYQ8PBUK8RQfTqWbm4w3xF6fpvbeq6o1gx1C,J7m2YSrcDjhxhKhq8vRMoGqYrkhxBotp3V8yHZcz5Yz,129215.88,1292158.8
6tfyZHNv5qJyjrcjhzFTtHop8WZh7w4r4aGDMcWF1B26,7Y84Hj9yHJPWmukY449FT2xPoRoNy2XM3uqe9LP9kuAc,129142.38,1291423.8
2VFwwoK8u5NWHKetoknsw7Qd9CRnRbaKZwma8gVWjQBd,DXofvofJJgm4bg5h61GQVdsyJNf5YnRYtreZR2JGrM4r,128094.83,1280948.3
yuR8rgxZjZniS7qPxKH3nexrdZTSTPoLXUeJdgHLUET,FCZddascZ2rPLUusCTjCFfEVJ8fMjYpx2dag5DPxSapQ,127384.11,1273841.1
3nWofQ7q8JPHiW397Hg1rdPHyfXs8qEH59Z9bRNn3Q2u,5wBcTUo9fcRpb7yMAAG4EbF473MYns7J4Rurf3BXLPi9,127159.67,1271596.7
9kkZwLMJpsr3WPKCnKXbu2xWQU9cYTGAQrZKWDiH6tu6,AAKTp6EaTTomSq98iMPMDi7RmJ6o3Ms5QRGxNdRtR3e8,123865.9,1238659
HnEwBXMymqXzCk1r8ft9Kg3c6YnWZiSJo64Fw8ES9oe,8RF8Jua4o7HwqA4QCGsnM6To58ryhxnXWCmon23mBxgh,123604.44,1236044.4
H8M7TCUFzANM7kqmivT2oDtM3s5oVve67FoLFVM6miTy,8743a2n3NjuLuzP9dckJFYZkTvDuk9MrodPZDaW49WUV,120000,1200000
3tS2gnhqWjDbkMWSVxtEsk8NnssbsDcfKdyWPQqYD5AQ,29BfPvTqpRdBz4W2M7bkMj94NHXHdaAweYqkNYFpr7xn,116791.06,1167910.6
HV78tsdwDno5N5oiBLQxkPygAiWkm3T7ajFcxmKSSdB7,CAxSVbFqznBgFHKDUJT2jsVDmPQdQDHVbvoPiYJrCjPf,116657.63,1166576.3
323paiWnshjpqBFt1Pgrm8APb7EZnNHL6uXgkUYpu3f4,DNodo2MSNL3u9Pq35v3LUqPYNceE8qRmqdjgnrj5DghG,111114.58,1111145.8
9qUgTjfwjts2jvfAVEnDGxHpUhcU6vdvS8N9nu85CysU,DB28182rGmXUGPGB7DE2p4nn9h9Unu7TpuZwsZPaSxS,110615.1,1106151
7AWhxKF3J4QVZh2ZB19z5H8U2jCU441g7e4QJbsRbCkT,HQe1abxYk3tNb2R32pZEK7CWCYWDcpN4nLt6P6smk7Zk,109508.22,1095082.2
GZyC5hYHRsVUbhgqCpsin6RYi6gbz3T1cy2Yry9ZyB5B,3VhhQJexFR19DHT3bYEPVKvgfjZ8ajzAaDQTMY1m9YY5,108063.45,1080634.5
H6EyU6MmepKsyVpCsyqPvSH4Ms7NHp7ZG3sjqWHRrGzj,47NyGPGKohXpSczZju4Qowxk4RrVVf9MVfeFbbSev3oZ,107443.7,1074437
FBCqTNQxtDSizWUzHCsQCPC2MTQoVC8H1qzNhq24PNKH,6cTbAb3EmzznzrmZCqbtkohTY9ZbtAMzKdtx54BksYGL,107246.8,1072468
8ioGphV9n8fg8Xe4FzJVcVuC9PPLqL1uCx1o27xK7F3D,6YnBSMFzQYH7vfWQukxhSbfhdVdmmxA87Tr3goQBqxhc,105982.72,1059827.2
FVT5JRigwZsD8pucC31A6nVaJQGKbVVCfB8vRbrKZqR3,6vaGLjfsFuJQh4EkzkD3VSgvcsAzpL5twuAt9NqJGY1g,104136.07,1041360.7
Em5M3Gb8cf8mgqHtejZXtFNrQebNabrNSNLN56L4m8W7,3EKM1nw3MdxYny4W1MzzLAktJwE3oPZW1BiCtE1AxTHS,102903.89,1029038.9
E3oQDrjJPtYqLNedEvqmRwTDzRwHW7cuMrbqoAGFSo56,AvjdDr4n5zXa78cPSREWpcuTAFAuMmQzx5UA6mgPAFKy,102188.73,1021887.3
6UZ3NeFwCfwbpRNvfhgWerYkJFrqsnYrHuP6Faqxezwb,4ctj4ezMknjcbmGjAiJ5ooBs4oR859DC7bvcqFvEmhZH,100496.39,1004963.9
J148NH3PMvcN8tqMhzQ9bFfGvbT9rm6g3bmt16VKB97i,AZsLWBJQjg6X5ykMh7ZG943gHq6A8vK3Zux2f2jESHet,100063.37,1000633.7
6idL736ox8kvkjy7GsdCrqFNdVuHihLaeUfaE1gd41oV,7YjzuiKwKZr814jt5wthWERh8FVoGD7d3TdiKsG7bruc,100000,1000000
G8oDkv53sbBpDHsw9ds3Ks44j8Gw5tYuA2SFozqVdckw,8F1ydBQwwr3d4EwgdrCCnzjMu72yw7NuqA1HpGzB3K57,100000,1000000
BnZNuGb69xH4Rg26NswQL9scPtBUhFRkuq7sh9sZmudj,4dxpmaGUXMQmNVsfmtH6kQVttDVQ1oiEjKYgqfuyvqs6,100000,1000000
8ECe28pphC2tSWbfJNPpRw4yeGko8SPc3WUZpGECajKN,3WLuFMznaz877dM5oR4bmQb4LxT6vMG2MrnkKDatur3k,100000,1000000
2sFQswm2EGsLXFcHZ4Ri3mGzUdYBo1Dhgw9nvT2CN6A7,7dTe58i8zCLZmZj1H5d1MG4ywf9SqwMB8sYKmn3hQvbC,99791.48,997914.8
jQchYuyavQeLvSASQkPzSMSdG3QrjW3WeoqAJAnEnaq,EPvzqjdxjLspYM1FsnNAdWUjn7b8kMfan5tXwMz6KqHV,99224.72,992247.2
5kW9AEdzBp3eR42hv2h7aEieukxBaf6Ti4hkc6ydnSRW,2WhZfVqWr8Pkq9MZqQ1zu2UStw3MW8qdgQX4TC8Mhsb1,98583.3,985833
6JAmpCHh4THEdcWVkC26PHqL289RFZW6tWVLw6aQWf8t,dH9im5SXarV8Y7WzFMx6neX9VGvem547soNprZKAm9n,98508.4,985084
6aPWFR3cZd5GgQhXk9speoQiznkEwydhrjr7fcLbh6h3,9L1cZvtpyQAjPgv5AJYMUvpGrB857faDb75NG4DnnxDY,97458.23,974582.3
8uJcWfSrX6qKV2zo2UTV41JSwk2RHEoQ4eYbNQqMpND4,HJ1o4oxV7bwZbfkwLXfhuDuCk2wFgK6SUqosH4AzTCAR,95968.61,959686.1
HzUUuQURWADbts6fsEhju2TgTPy633e12dGmN2uHoBYz,iyAZLzijXy8tioo5zqsFXjBdbxwazisAs9aMec2gqt7,93718.04,937180.4
EPesZNLHBp7BterPXpSEWRFrNcw2rFc9ufrrBWehEUtm,4fduoG2ror9CCwzY369AcRWHGbk75vRmfuzPumUjgoiv,93230.85,932308.5
ECFKuuvpMZf1KaQaqRe6FnaE6RL9hSRg7VCL5HmBwu5u,3BRn1qcugfovs8toQA54n5bUgTr61j1Xvq6gJbuPUZ27,92698.61,926986.1
33xQaSzrtTxogzzSSSRVGBLV7Wi7VNp2e2gV3Cqw9dE9,CTas7CcKCM9ENbei3sKy7eW9zgLikt8CGoi2nk7P9we6,90883.71,908837.1
7Vokjd1Xg6uu1B1Y322XyqtMns5ma29hEBBjTYLwhVy1,HyAvFvwqMey3xLoKgkZ5v2A8X9hEhpXBWQMkWyoc7sbp,89997.92,899979.2
AfQ1oaudsGjvznX4JNEw671hi57JfWo4CWqhtkdgoVHU,E2f7hX14ExYanGFb7skbEpFhsec6nGyBrC8hvs9ZVt6F,89820.99,898209.9
8JGUk6Wcc35cD9RvZGA13pQRDv2Zt5LpsXx7TfjwFbmm,9Y3NHbWYRKGM4iGDUD2fgrAVSBFvUbnghCxp2Mo9N8Rd,82472.82,824728.2
EP8PWZEpaLNBTLy4cFa6PwmicH6BwWCibueHsShQsDAw,AKSmshwrvssPwdAtHz5tXrartGCE6NQXcuM9i8v2LMuB,82304.27,823042.7
J6JXSjyfhY9u6mxzgmoFBYD4CG34vXZWxke6BXYRtbuS,HH3npreg3p6Tavgb1eXDize3L5P4vLXSP4WpCgA8YDPT,82001.37,820013.7
BcnC9n4zhgcbJbDPTih8uYGVYxBQj3uMxs6Sd5TekSAn,674v9cq27AoH1VJde18A5y5cfh7zK4rADbCH8kuWpKhJ,81300,813000
6mZnKPt3Mq4Sj8ADneAtxN2a3yGKceso7HNQK7dowHm2,AwZtNseFApQMi9x2EDhX1CdeBuPMskEFB7PHmXCoDzoV,81021.17,810211.7
ETAuxZ6ZYv6gn2Y358sdHHJAd1Yw8YQDqGm1TY9h7oyQ,HZVw2wJe22ojMYvnWDsqUwzqUNrHirFTvRdXFAoNKjC2,79194.42,791944.2
BuwVQyyVaZfQqPs6Z8UVNorwJF1ra833EocuAyhjfvR6,EvSBeD1YRBpw5jGnbpdmFTMiHPhV9VhjUo3KwHY7DBHe,78405.92,784059.2
2wQsnvhYoo9daRmqD5X3u8xkZX4sWRCaDKqjQPdq9wEn,6QyPWwRToU72NqeiLQSLHhh9iF6YymNdcVGHZUfdrd9x,78245.45,782454.5
CF9AvJyKoEjBYZiJJfZpJShow7h4cqzXHbmtVfDK6JBN,H4E1m9bUbG34V75j6exhtgGH6b49cJt2xYjMrFtGHf9E,77659.64,776596.4
jjpm2geC2KFF5Wb2qj6wK2YcaW9B5jZddgTS24nWzPw,7vZaEUB3smpVyY6KtGwNpvYZrRFbmaFxg1JUwxNoLMGr,76846.13,768461.3
EBStjYT9Ard1wTeDcFSD4spk2NcW8BSGYyModfUW2H8R,3BVwPDFnXprxvEwA56cgVZw4fPV8fVcJKoXVDE6ZaAsh,76074.69,760746.9
6WvsLLdrymfWrKFqfH1F4wUn8EinTd6Zkob99BDtLu66,3dkAozmRTkivR3d3rAbVDUrcUYdbDN1u9H6kPwrJtKr2,75954.09,759540.9
FURkoWgXnotMzSay7JM5XbuQ3jR55uBQPTCcqZNHPnsc,GDfgFqRpyeoLDEQMBopQbKLy5FHz2moBrp7z175G4PQU,73046.66,730466.6
5eqcZZ5nYpcbPCtFZTiexs9x139pftpKMMc6jqKTAvGJ,BwrDAWGwpbbPam5RZ4KauRqgGwRmpqa6KreGqX6ihFmn,72902.58,729025.8
D4jNarmeYZnhRhxtHctiK2rQbWwtmNati9rrekRkWkvY,G6yJpw5R3G1BFMhKvUVp3gkxr16ZhHV26PVqfURMTs8h,72675.49,726754.9
Cf1zdLEAfr61qXeXZ8qngqKE44iWfNT62uE1r7UnKp6i,DSLsxpVgphdoHxZTXKULXkJqbDroSiQeEnqevi97fGiQ,71130.49,711304.9
5Ep2X2Sp7xMKibnMfoNx6WAmRrxDgHxXEw2d6dgg6gtd,JC6HXVpnDcZUYq4WEyH3Fim8PDoxtzRtJEj4qZBjqN7k,69175.84,691758.4
Cby2dutHLgHSuyfm9kAWo5EiuLPZZyzE4cJDKnXKo7C6,4DxGW5ZN4GCUkyNbEBJuRqKfq7ajqHzjLLdVo1CUHdsf,67657.19,676571.9
Byv2LkBRmqur3GTWd3z2DezVzeprQ1PN13u6cH9aRnaL,9XKKadYJB9e946xG1R7xsevwLoWA2AJhyGoiMEcd7EFF,66185.84,661858.4
Htr6ZAiHcAL47pg7Em17ncMxkZ1gKLofUMfSEr15y3An,5B9JFAqhiUgkYzE4XFZAFr4bSqrTEDM4sX84CkGpNLgV,65244.19,652441.9
7RkHqvgSekLwEPxprm9MC8dmtonZV2wmsrirpFwFXcGH,3gx3iUKHcbG8iQ2D2fLhGeXNmJdFhhpHeXCNbeohGwdV,63208.27,632082.7
FMP4B87tCf7rjUcSQQkE7YPqmBPaDtWXkZc12bNorQk5,3yXjpMrF8iKpvEADRXXQX5Ua1ZgaScf8NevBvwAa5N5j,62382.86,623828.6
GCmrZb34owE7yCbUtqVzBhXCNT2m8zEwUhanX185Lczn,D9Tw1ZxMsqKcaUtHJTSFGzL85DqX5CVhnGGrZPU3BzN,62218.28,622182.8
BUewrXwSQ8uRS1nY6rZprcY85A7tYjTAvD8KUszkNHcY,HJWADKdewMm7S3AUUKZErtbaRncNo1BgvnP23YfEa8Q2,62207.66,622076.6
GcBigMbXK99dmLdt7njQwn2b4Myx8QfdUeRLraisax7C,5vP6vTFRMF6mSaQt1C5DenLbtjrqLCLVkW8sD16PFSpA,62079.5,620795
524WtoBCQtaKXbZzaQ5D4CoyEibU3u3Mz767qxEmGbqo,Gv7wbuJcLzDBTVdCK8HxzYWgB8BJnpJRHdPDQoVjMVwk,61895.47,618954.7
GdEYiZXHgLu8X58UA6zQyvqEcGFCpDURNMWMecDhNAru,Bp2uiTqXfiqGTv7dQCqJPMHPES4Fm1cN2pxLe16oPsV6,61727.85,617278.5
8bP9o9fLSbJU5U981Zv1vt1YsdSyYJeVecs6xQqRzsaB,3tq4BSvratBrpzjvk4kppgBkQxJxAGAacbZmrY28u736,60192.61,601926.1
8kJtkimbKkEjBGSLHEAs4LqFqtPtpjjj9RQyZswntsFF,7Mpu1fpa4T2XFQiyuNH1uvMNFZ9oaSGsoAR2xqTn6zE1,59856.82,598568.2
3A8ZFMfZs4ny5B7QAeXUGapW8kShgvVy9Tis5LU9fR6k,DvhQ3BqhJuocwNyHq8g7fgF4aFD5EinRQ2kPrCTCwZY8,59844.96,598449.6
2quefHBkiEsf5dmfQitDPc9yb5iJGSpBLXx3EwSSQ3Lb,FkK4YCUuCh7eG5f9TpZNSfad8eqGk4Vh9ZXUKrNb29fc,58613.02,586130.2
F9J71ZHAK1iJprihgBSpHYnXYSd3VLS9EJwfid6iu1xg,AHUxpupQd8usV3oeQD28ihS3s6fzYj7qGK31HFVBorus,58108.48,581084.8
Bb7Uus8sBfYfhoXxvY2iZ6FR7LqYf3tFKrV8xfFqCha3,GizV8bYDp1wL1giyoxXeaen6AdwAd9kfBTfUWAd6qJbt,58038.7,580387
C4BhRjbZYd7H2Np3wpSe3D6zgf6YMuMtxgpoUNs8XmWk,4TrWfwwVxuYpr3b38WoYL2cbtnj6E6DPC295Hqn7nHgv,57827.5,578275
4pDXYEjHndHqPsaeKRLhVDuDTJs9N92fGffrNbwMcdQ1,CcznYKssR7CgZwetAq9iw1x1mu6wbfwii8avHM5MAEet,56558.47,565584.7
8v14ALPbVpHJran8g5kKEzC2ZoJz5PyZ9ABKf1pyGQou,65bBCfVZTKnKgbhXHAaZtbW6C5UMaaNSCepK6ZjdWgCB,54866.54,548665.4
3GgKWRLbTHtNpFiLt3LKSEHVQ5HYyiPV8W6aKUuPHQaL,3qPGfbATjewfr33LqvHF8SpMhsJ4WAqDdT9txnBdt8em,54455.71,544557.1
7qmK1wFzWf6Mwr4APjs9evBb1CirPTmgdjeU5LJsEd7D,JCVDTqLZ3EBcXkt6beRzbkTwb6as8fJsr5gmQvPKDQXz,53852.41,538524.1
BA3GChjcpvWH875TGGN2kw17SVf2FgMHB5aVWiHQqGrx,8hGdgvkk5WUqF835FYWyrZv4TsbJ7etfte7rWZLTDer8,52937.47,529374.7
DtYegWrocJYzGjmqfUEtPZaZSEBrnG39jpyukmUv5LgH,FEZsV5boCXo9VBvTYE1qLnBdjK4eerMX4LifXm9xBpmg,52617.31,526173.1
BSmwrzffmF6mwL27E7ewx4EwQjpztXkjjiZWQGMsNHkr,63kfiuNHMcSDuco1zwQKdgFWdwsuShoS2WtpVSg26yvL,52455.8,524558
2idfkPVPqpNQxqQnSbKtB9j7RLnt3YomAr2X7uX2pf68,HWdRWcfyVPrA2Nc9qG6DRBBk5J7QXGgfJ2inDkSurfqX,51915.27,519152.7
3cYAY7Jz1FmiR16Q5KjpuaM2fAapHvFiuBpzZPnWhNyy,41SC1L7s9vKKpEfz75HGSM6SF9FgZ7LwSjPybHEJRdAp,50000,500000
3VyYEMPGB8DzV88qd4vEQ5vx9ea4oLNcDNddaJ8PESVm,32Sf4BQnCz3CeoxsPS7bk6mL6FJvLmhSD4DrETw9J3eu,49757.72,497577.2
86YRBW7gD7qNPXjSvVzs3znHfWw23YQD9i6A6GYt3Hyn,4URPfAtdeCcFaTSu8iWCYh12pJv1TYMo5XWkWqLSy8Hx,49507.62,495076.2
7Y1UUN9kq5s1aJH4Daebt8AMToBscKg6ePFSudKuGiVz,DPCEuycccZqJByFuF6FGMP5XbqHfCd8kU4gYhimkmj28,49315.36,493153.6
6oERDZ3XRfoq9V4gWEGQcM8oiAtPkYwApkgHGK6uWyYS,5D8a7sBEoLVVqojvBu2MDTTUidfjvgeJsgPSLdmWqynY,48520.86,485208.6
77jEDx2kJ3xupV3ejTWPjxzgKNRTWzKxYbygfwGneBoJ,DWbMt7AGfsRNizKwe1ivKyMAj5ei2qXkNVwLWovuXF9w,48479.22,484792.2
8W6qHaxbeV6W8qZ1Kopeugehmhrh8bAbvn582wBkSUat,E3YoMf4KVrYLvkSqpiESqxpjs8JTMEc1BeB1gV6eqJPi,48272.12,482721.2
8GHwMemXLKVm6EqHwNXy95kLz3n7APvdp8uCrN9Z8AvA,C6LF65n5nb9QBwgy3xi36arHEiw33FPnqfuQxsGGHUrg,48094.21,480942.1
CaDyqGsjApouR6DeaAUZmtf9H2pHC5P5rQSBkBbKoNCx,2uApZSWmq1vdFpHCcfV3SPow7w8CnVZuRLizrctNDPTD,89709.65,897096.5
8xMccNbHQWi568txGT2dSpmHuxWEqtkEi8QEyHMvnTEF,Ee2L2Yh7Za4JUx4HBJrqu6SyifJs873cBPGyZq21DnH8,47622.85,476228.5
4ye1XTJ6mZjd9ZAtuMzGKeYFBqDYJiP8AKBBLTnnAofB,FhrRU7hfEQ4cKnKR6KTx5Dq8McbRcfNxFcQjDdk6a8dH,45980.8,459808
C1pPDWcYt8ZLZjufRZYmVEMiAxVxL3u2MKh8DtXMvs4w,4jP2gejhk36QhAoAgJoZrsbXW3xdn3jN7hFh7HmxNjCS,45164.63,451646.3
57aRPdsSfbD9oR8PnxdykirLaFC7XgVDNzU8SDS36UGm,HthYdhnLetA9LutDWTTJUnV56m2CgSxMVheJTJkVPctW,44716.72,447167.2
DjNjRmjMBso49J7sfJKH1rSS8pEvBMJk6ABFX7tNABWH,2mLbfJv4mYDc5hzqzmRYq23vJdr5AyBhWiPFyV2gespJ,43589.89,435898.9
AvtYDMnzMnoLYZDA21MnRhpLwF4wZg8xZopoDehNAxF4,HiDsxwYxFugRke91q1EkS7jDy3a2CsWfG25KobuiEfXn,42610.81,426108.1
CXQSozB8KT3Bu732CVUNh26Aov1Fi9ptZ8NaStUbwvgW,C9XetJLQgVLW9RJ7h9uE6pnJxhXQhVNzFSsf8DXn2PUN,42492.13,424921.3
FHvt5pMYG8ijRruksF1KvqcRfHLe3HKPFPPsuUuhvKZ5,FiDa45ZLvSaiTtKrFQXPR2dhqkcuNb2GAQTwWUy1gapm,42170,421700
BqpEcRvoxLqzdVmay2Gg5buzPxhEUK3HfuSfAV7dw5se,88eWNkhNegSpWEobJMCGSdVZ2nB4j4hnxfRKvw34Pmt9,41656.98,416569.8
BqTb2qWndwnstXrRNKkR4RmFjK2V2es7vFzc3YLppTCR,5Fq4pXVBnndUEbi9HkbpkoJt5mLYh8K2XJmDkCZJNkb6,41580.28,415802.8
DFfHPDUJwp2e6CkTQH7CsLLmCo9ujw6SW9JArRuEzMWQ,GHi1GRZhYZrc2YFvmKQcAHf181SuRLn4qLE3W6TtHuf9,41342.35,413423.5
iQsdgfCKhRFtwpDTtoovPMiCpL94txyKhaTj81PgmX9,Ck8YEsKx7X3w55xpbH1yE87wF2BzLMHxbJrqTxyxXP7u,41004.38,410043.8
7PBQ1P5u2LFxpzj4ivTtvWhTkuH9EHyj8ifasRzbiEZY,3KNMo9wVyC4eHoNtJMKefLJZhcTeKmPcqon49SxaQDQu,40755.07,407550.7
ANjGSrEyrU9WpZo87uZMzgSRFQitznpjF2rYoDcv5Aev,Cz5TukjSHrxu29kUW2j7qgocoJeQM1w8HvkoxzQmFMPL,40499.93,404999.3
6ivw93NF85C9pTvk8QRBPhiJbW3mziNF5St4BgrKUDwa,Dh6L6EcJXiiXpXwHwvUeT1uFpXdz5ApCAD8GYWa2RPkg,40438.7,404387
3wcovS86dfBtWZu1hXFo173QNbDJZibALHbcduxRfXU6,6u1g5wFSBXnSTxGphLDLDMyfgbzVbydokJ9xipFRpyr4,40394.58,403945.8
Aq6giq8wjGCG5RuM2crmWe1oerAPdTcVTFQ4MHQaEDKu,GthRmwQRSBxFbqXrZqYqyT2YWjVeevJkZqAk3g8aJ5gj,40000,400000
7UBvvMoV4EF8Rp29vExPYG5QDFeVRxa4STerjwF49mUq,7UBEatqfFM1spJXZwQqsvUgLJLivnMGc9CEtqY1DBHhg,39777.27,397772.7
4JFq41xgQiZWqiBQWdHHJxw5oD5Qr2mfZgdWa59a3rqa,BTSbyvzm68UXWrZvdvzLrmYqd2DTGGY4hUaPkT8RSngv,38885.83,388858.3
EdugbJsbTos2tPenyt1H5Dv9Toct1kAxUnwpX7ybBG3t,HYc6ckAmUixDu7Jus1AaAYHUDJ2rrWCtCTuBDiQbCmAv,38850.45,388504.5
