Account,Token Account,Quantity,AIRDROP
81i3V33ET9tr1m7BZKb6aB4WR59DrZJC49JGx2b61cH1,AhMRrfYCq4HNCJ1QpVaXRUz7sn1WDRzuoeUmeFMjSTWn,38765.59,387655.9
CiRDGXbbJc2q73pvVG1vmDzVRGsWPZnQxxQ6uczpL3dn,AvrnbSgXfXvcwAeee53nTKe6cUAQSfqkGz6Z1hKkyjJj,38076.54,380765.4
reALTNCbJUgbrw6bg2kBbUsuW1cMEw2yMrxh1mwy1Gc,Dq5A7VPes9bberDr7bTpjnSFZ8MCKq88cvgYv6kH8Fxr,37928.13,379281.3
3oeJk6V82LEgweBkE8Q7Xigdxj17n5i6SQAFChwqRZvc,JAyndZ2VL1biCpQPVWTq4SBw6Xfh3asp8nYqC1PMF4ja,37683.73,376837.3
A9WJoGyKahsXiodaiaEW7QbzJ2BXyqPN2jgxeTzR35fU,Hf7mYnPqEGxsae44vzdY9BFuozNK1Pihzkw4XrXZUgCP,37665.85,376658.5
EDhkRx28JTQn8EoH3MmkFi6hGUNg5Xew7akc9XNcv8rx,BPrjmYFnntWoVYTNpaYPBGp8kjuFswhd1X1k9usQYbUy,37394.05,373940.5
7dVdgLLETxBMD4dgffLXVkr89fxrPtFCisTQFWRPDPye,4v6z9rHHQfPqBNTgjyMpbiYYixxPUTnfDX8Uayic79Z2,36303.28,363032.8
H9UqnqJp9KbyH1YmqqzbuR9KuZpbyh6fPBvmhA9dJSL5,F7VrDbf2UsbwYRnWfK8r2uZ4uGW2hi9hw9qPssKqSuNT,34821.07,348210.7
FgDdWgbJkywCR6QSD6X9zykt53YWat2Phc49P85zvqT1,4p5gLeL6fZ58Wn3pWADumG5TDgH6V69DQfZXYnuYKHHJ,34344.18,343441.8
6SRvszP6xv9wbbMor64dkPfsX3jVxKBSixQdZDp5qv27,BWSgDRcj76jj8tq6KW8sPFSpAH8jtoTte5524mTet7ky,33997.1,339971
6mYxbQiZ1dymGVT79qoGqQmQ8CND1py8aAYWXYqD2Zdp,HyRPT2y4tdFZYMoUbHDmQTmBjeV2MVf7uUM9sSQHgBzN,33691.51,336915.1
HjeMSatr2WSSXX7756hSxWzKPUf5Vz4PBBcuMqyjUDxL,Bm8qXj6goNEmygJMzKtUtVJUPgtpuP8DLoXMVfQsqYAk,33595.61,335956.1
DCk3rNkS2uBkfZQWRwcuew85TcojjWGNoq8PHABpS9Dm,8ykhrX7sQp1oT4EjyV76U4bGazE23sRHyx7EvGryWnH5,33391.73,333917.3
r8wqfbv8PwYKhE4X4aV6VHFZsbaHkP81DhH7KhRP3rF,J1UaFtVKb43y6D8JFL9JmaYzSTxCA89nmbL3dT6qPr8d,33331.48,333314.8
8psNvWTrdNTiVRNzAgsou9kETXNJm2SXZyaKuJraVRtf,TcdZFj2eXGgJ7YNLaRrfM3cgzqYS4dhpMow6LGxECLD,33020.79,330207.9
44RW8uTVUK9UPwiCcrcDFatCABc2LgfEnitYVRZfu13g,BSweXQi3Rmj8XDaQirnXFdcSwXqxZJ3ZTjHFmobhMw9k,32747.8,327478
5tVNyZtSFPmFzYpdRrV6tpNVuFsT3B11o7yYH8FYBASu,5BQw2P29fQLMhpEVBJEM3fd9oVWdubq9SrGDszEZQ9vx,32738.21,327382.1
GWnY2cjZpKQqUe5PPawqBwRJ12oycR1YWVfTD1jFnCQx,BLjoq7NsefLafoSp2NqH9YZChofne6vsvw7rdDyk2xFB,32705.36,327053.6
3qHtoFxpLjBryqD5zUp97EU9VbH5KS598TCzVp2BKA8z,GaB7hzt2y8y7RTr25nbfoLZo5zrR2i27cneumDRLLKAH,32322.59,323225.9
B5sWcjBiAsgZLGc192oSekirgfaV4yDbJibfSSY2QErW,48QK8ueAcZpVAxxiHNqgPmyvekW2eEuPZrmQ3YXx3qUw,31889.48,318894.8
AKCGTahrjNR6XJLSTPASkJC7xCXz9WE9uNpbvsYTT6aP,2nJ7885XQGFaHFZHacawQXTeQLj6AfKXk7RZz2rrxVjB,31876.13,318761.3
3XcRyC3gmkoeksqFAKwXjUv9ayrFAJnH1rNU3k6AFLU5,83e4xk57CUuqqWEkhvavrig46Eo7droFaC3NpRWc1QVZ,31294.94,312949.4
9UvRUCqEA92HrwrboyP7U7inyueKo6CwfgKgqEY1dUek,9e2yx7YmbszKRyY2AC87PFUf4b69ehCetJPDqdtHBBKM,31235.55,312355.5
sXUQFTn3f22Y1rpn6gwiEMuQdhUjVjo86EHm7XFJgCQ,CoiixcZjEnhTX56ZvFhE7WW5CjJWsNKud6Zv1UJ6w65J,31230.61,312306.1
6tbrmRnyxAZcZFVT1gfcaRDBq3hNVYbQMwk5aWLi1Bis,FoXUp2zedFANBSxCJbL1iN9AHk4HgD8GV3TByHczqw1d,31127.11,311271.1
Bb4XxiYQyhv1mgJwmnmZVZ6t3XxdnBLM3XEja8YD1ViR,AA79wrudsuLfS81J6Dn7oUq4xvcADjTEb2dMHj4M8jPC,30809.06,308090.6
EvaSfPHhDWCsifhroubLkZf9bK9sxr9sEiZPr36QqiRd,GBQzgr8aifrwMmgyxdj2Wq9LrdwpStHLxfFbrZoT8sqf,30802.59,308025.9
GGLVgrVcM2G2bJcUnxMgvNqo3DLduW3bBE8qq9a91RLH,GY6PxPgW5dBkbUJKJZhV65aa99ccKxj9fqVPTWrAtLr7,30694.46,306944.6
8whw4o3FwR5mDuowgZnA11otVHCpLk4AhPvf2WZMPszn,9pvTWBwvENdWumGqrZqjyVYz972vgWiJYAgtdUQJ3Dni,30674.48,306744.8
EWPeyeDoQrGt3BqQCpEwh1VFmsvacfeyTHkhENXQVzP7,Dh19GdfsHsSbq9sa53KcmvDeGfU21DqPK7yPH11g6Rg3,30588.41,305884.1
5b7uKKt3rvtZUw4tcwVcR68JTLj9Tnw77iExhoQXJcBa,2UJkwGCPyZi2tw3Ya3sA48CjwC2z9HBbG1xfqdvmkCdf,5000000,50000000
FX457Zmx5s9yUvSYWbbdMTHbk9vYUvyz8QWxmsAQauZZ,B5ETzKqFJggJy5UUMqCbbPcahjHYGUNkG5fbHKJ7GAmE,30109.3,301093
F6vAfDGX6NU2TQch4VZB8iwHh8V3vLGrHAfmGyuHBjgt,HBncXZybE9o8XALyiWSVvuRGVc9874svnJH5SgXizuVM,30000,300000
56e9aFpd1c4uqXPFYvDyXHCVpbGGtxzeJKKJYBjGaxXe,DazxAUoRYBaeQu1joWdWimQCpXugYMUE5eCiJuGad78d,29987.15,299871.5
8bk3eDxKZsktF8SGWrKXNchoW2M8AYZwVLDjbtVxiytw,CVEAe9gff8DUuMUh8veZ3sjuCXfPodJJu1EUgLB6bk6A,29852.83,298528.3
8ezL93QZoFDnzPPQmhsJ4izE8cWn4AtxMCGpDZZ2FLEQ,533bLd9xfJk4uFVdM2tmiyWNvSemYu2ropcQTZHgWnks,29680.31,296803.1
5f6QuTU6AupuorYev7gjgetifgdG6n933M44cENPwVma,EWzZ9aTWA64VeiJCQgmwEGDVNVugnpmonDJyyqTjuXEN,29035.9,290359
7LpFnGTKzYys1b2jsU6WWG64h9eWQbfLCC4PPy2eTE9u,Bq6AfBjkfhMZCgU4ucoL8nFgM5iBnfKPemaUSzpdYW2T,29013.1,290131
9ffqc5y7VkMTXx5EdLn2zqZf4rfNmZS3zHxdXt8u9YnY,xmBtX5MaoPLoWt8STcXgH8o695K6CvHQ6ZUif3XQxgk,28800.54,288005.4
E7ZQ7ZhTrkGeY9CFuEkKD7fTxhFigNjxh5DUZYbKoJbm,GFAhRHTBA8iXtVcZW92CDozTEwXansZafP4yUhUnbBKK,28741.31,287413.1
A26Wjtnbk2zM1wQsJjnS97jmnPAWeWC4oXtUjDNLRbcn,2c2gXJBgE6vUZPxTBPDyUMsGZNM4G1d9Y1wThLPBrHtJ,28740.5,287405
5fcGjZrJXDaJhAr2fRbA5hYe1k3ZjmpT5F4WnQg9rDad,5dUJHfhJUZZnycAnwsYVTrCsuyoPL9ENAVKAVboeT9KP,28673.42,286734.2
CDk6yh3moPxzW5VMKnMDrQfMJaFpiHmQFpVwxgwcdTxo,C2ySkDwSchrtigrp4xob48qANEEGzXJHEDx2g64nKZ4T,28339.15,283391.5
62pvU2UXt5fs76kvJtvbsQRr8pzLvMbembtY2fX53v9u,3uNFWqMxkAMfAdAYWrHi72i9cg3oYxW6rhdyCxbDDRFx,28212.95,282129.5
Box5Z3ovg2Lxk2eb33HCLNDR3navtxXqGC5ozMT35TLk,CfTFAnL9HbeoPJoJPaL4FnErq9vngTijU73UBcyZZymT,27918.42,279184.2
8PonTXNDn3n2e1vijPBVXdm3e5GvoDg7Qr4mdeDCQxxp,HqjYQR121V79Bpo2CpEUCrWNKSgLJzKAUsiNw4owPU5y,27131.15,271311.5
52yJwiPq1qhBXyvzpk9oSscm1EzMHJHSKhCEfbxs8AYt,CskcAU4bMLN2LJ1CJMy2MA5si3YqAYFhgFCKj79To41i,27093.24,270932.4
3BpxbyvHFGwDWRkBxJ9HDrJXVhRkHAH2uTJ6GAoeKQhn,7GmZ8tk5FMnkVBkTJj9LdHUQUeE2syHBtoajEZv6AdtT,26732.42,267324.2
7CRaQNtmwiPHUEuLuV4TUmj2SDXfiByYSFfgx2GWnMam,cAgnNM49x9xp7Cur7Ttn1p5JBWBd1KmvBVgb24XRHSA,26664.39,266643.9
AAekajGtTsVW8UBu3YsXTcvkPNaNt21m5BdoDizgDWQT,5JnCMVbzo9iMuV43c43SSJjTLzRMKG6KYYQA9Qi69auS,25942.85,259428.5
EXk1Df9Za4hJErVtk5hTGUaMPbLs3S6FZLPesq9ALJxY,4MssnNJ5XzF4n6twa4kQDKhJoc1ihUGMnELTcBxMK8WF,25317.73,253177.3
FcrNwMNNC8Uy2EYUTwqHMNMv5kV8xspjeVfPV5W5nX5L,3jrdJYth5FiwdYCupF5jWaxg1wwYV4w4JzNCvAsLGJre,24977.6,249776
yuTN5iQtfJBJJCHfLLKGtThu29VaYkyK3fwjfXMhf4u,CbVt3RA2bmPwiczsvTULRMYcX6BQrCwxuoHca1a4cTim,24831.81,248318.1
FM3DoZ3VFqzeEJAHQuy5eogTVryMwBCHPVVJR2p4T1B4,3JH7cNFHUKTUQgdqFa1V1fr5fsUXvH81NbWytKgM6wvK,24778.22,247782.2
A6ueMkFGkypZiDuHuos6mZDBmawASzfdt6RzdBRuBXnL,CmNc8FpENmevYASsXpmQtrnBiE3DYiF11eiy3LrYJUGd,24712.93,247129.3
6Qx934UhJBJRXWNamKri8WqSqawWGbgwLRJ5KJNc9Y7H,FNUSPuAAvZq8dro6DDcrFhHYfxK7WaL2un8gNEQpafeM,24503.97,245039.7
3fYAvkubfEQLmv3KdhKS1f1PLbE2o5bWacTPn3LSX8Ci,H4PdoXo9C9DekB2sJXv5HzcpfhaL4NgJocbEUXwnqyZy,24445.14,244451.4
DjPMgaGRyn79G3wxkxSmPFAAh8AZsciPqDSHnUwd9N4C,41D27RobZrd7cQFErDNPxVwi3p6CBwjd6PfTiveuXJ45,24429.23,244292.3
4g9jZvu7x4WavUycAjr1UvrVCY74E3Qkw5HGwNisqfq1,4K1wDifVEE29YqwEgqnrA8jARmMWKtNSeZpDYXyRXmnK,23015.44,230154.4
HrWf66SZ75LqqMxLmEe2NfQX3Z3Y8EEaX5zc7QXvA1PE,4kWtghWNZaMYQn4TdWGUqm6vJQCPeozbsKqD657Uwq3B,22979.93,229799.3
85RSDKUhV22nSZEuzxoyXx54eBB6Qf5VX9msoCeZCn9g,HKEfJYxHuqzzr17yQD2fmPMDTsYT2ocmDrZucLCUocuJ,22483.82,224838.2
EHgBbbqfykHcEwsuL39ngZLWbMpy7UAbzMQV63npaCuk,3cKgMYPZm8zp7wKfxsWUEq1o7CJyCqUTwMEgjVfiXQbp,22456,224560
AUsN4CULoa9icSfVRwUuCKBjsM5dRgfBU5atrJREurc1,4Dpde4NxKkASFED9aFFHp1jGThDSVQFVMUWBfcJosZbY,22034.76,220347.6
AQqhTJJfR17gkWe7UuFqGD1Gh8PFJxz9FEDM6ezWs4vA,CLWy3WtuLXTHUGcK4Kszqn5sz8QjTZbReLU7LPAFARhc,21980.25,219802.5
Ddgq6gznMkc8XQx2pBKSHLfExsFViW3Ba8GEGNnkS9UC,9w7wfPAeb92UyRVNHZhEy3VZAtU2gr629NiBrAetoXbU,21699.23,216992.3
D11AQij4LizPafMcQn8kL3qZGdmMbJVkfQcducR3ZgPQ,PXQgc9WTAasaqYHr3GXeS6RMSKPiXthEk1Fy7D51dYU,21604.77,216047.7
HRFJcH3BC3dW2wycVv9NALQZ2wRFUYNktJufxkfFZ5rp,CJeBvPcmkqtxnF6oASVkhUpFA9W3Zhu1GXioh7UBgo2y,21339.79,213397.9
3nX63uFg3qCJbnFHZAdRyCxr2iZv1j5meBBLxjBDHWt5,2zkj8ppb4toX8Jzi4UHP4xuaDrt7z6gKLX6gZSXDCL9n,21091.99,210919.9
7SY7MiVyenoRpFdNPc9xxCLH2tV82gUT8RVymbrPZrdr,FXVmSb6CL5Tt6tx8tTpPg3e6CKbsQJdx8BTrEcNuuKLL,20728.81,207288.1
4Scm7atZ1DR3Guh79gHEStXeSspE5u5CQYSXzvCZAaCc,hSTVqmUema1fuwTcBwL7X5Z97vfqByNaoPF4MZzhFjv,20571.5,205715
9gZo6sFp9B5Q5phRvLNemnsvsddRSasMEgbDuVby7hQB,BcXejGcgib3cUPKv3LdbTikCzoxjdztdGYnD9XU3tjMj,20325.12,203251.2
6rdsxfMNv4f64VXtEpuj3og1B7cTxTjmBJJK9LGMDyza,DJvTJfSCnPFotXKDNR5v4F1LcNCZcaDXvwBVm3BsvWvx,20157.11,201571.1
Ef86Biftgakq4bBzbDvVp8Ltuvuwev3TX6aYrov7nM5f,FiJkfoaPxkvmgCPQnfdJWnVQpC7W5eoDeqCJRN8qKEE,20064.82,200648.2
5PNp2zT6et5CtqtKScezTBzgGKAyPxafApsii4haP3CT,bhyMi5HFJwL5fSt7PX2cMzHTZsnwsaDRWv1tFBjTEc7,20062.65,200626.5
JAPkqwwncYdSQBo43A4NjmugdiCDFsgthDGJ1jMiQA7Y,GvkHVNC5bDAkqwMtJmvfwqWT2vMXWsKHZvcVAFzauT9q,20059.98,200599.8
AR7pEiNHZv2Fzp4KNtynejPk5KZDbj3bFbwW8QFBAzbw,EJuyxtcPtr3qHMGBQZ4oQJ6KffVVBBTcMZaMYjBdH8M4,20000.53,200005.3
4yALWdTwcF4yTouUVnSVAdpHiEYd7DwHbSjqpTd1KE2s,C6LD4uyQpy1rfYgGkDsLAusAH8bEiNksY99cXFVD1jiK,20000,200000
D7WEFQLt8nznvofgyY5wDUrmD6Y1Vn3jQZpuPjk2TVht,YWiGMunzuetykbwg3LFYB6U2in7LPwCDckFfR2f9kkX,20000,200000
9TPMHXRdrobgHJa3X4vw2ZunYYjCBr5DbuvDa1wNnE4b,EoKABB8UL1tZqz8E2mYunsqwsQBXrmTkXXJq6nQbAo15,20000,200000
CNSQZ7AXxBWSs6UodtEn8zXFv4YKPkvF8FbipRDMVLHP,FxAJ3KoZDv3fLc6HpVohZw1RdzwhFe7q3DUYUNgburHb,20000,200000
BBADxnKxjD7SBpvdGtsSVJB5RSVVhDoqXgXegnKsQbuw,4nsYfGvXBeERLHj2ydGJRHfiAC49u6gxmXYTVWATfeGD,19116.67,191166.7
3Dxd5kDdxVn3DPnvRgTutTqLLRLu5HqcBASkHZMre6kx,Cat6PsEk47NZEcPtqPovACNnhLzjxMbTojTFyy5gWrAA,18991.26,189912.6
BQ5J9RFWWL5w6GxMRixFCyJEtoQu3B22rQTpEoYPRpHj,Er5nm88d1AAMCoaCoxgjVPQYfUuGBZ6R4yhhJt2wvcok,18337.32,183373.2
DN5NCA9xHdhpcRUjvAeaP37FDzkg5xQyMjzCaEResn1r,7MD6DeBchUXPjq4PD6jqUGpPGALipTKMqiJZ7yyrFxzx,17899.4,178994
B5TQnfaut3tiPVZyQKdcNmQC6iUZfARFtbz8EmYZjSAr,8EDugJtpdyiXHrQcqV32rphzpP7iTDDvfLinPSsm3Qd5,17867.17,178671.7
9W9Cwrzc8RLRo6a1ZTnip8fjgRjD1zJEPjWTCoEY8Nrq,7QYdEp7xeYeBoqt9udhAwVH7UzacvUbqnV5Njo7stNX4,17738.76,177387.6
6nH755989r3wxfdeTR9F6Aaj8a38yVbZDktHMkTjRhSv,FsEfrak42er4M4MmYfiPAvKquaJzvtWjm7EmATMUdvkX,17608.16,176081.6
F1ze3Ta54Jj7TdXenY7ivX6kAsdPDKrgTKQnnCe6HvMv,GnDiZnEpThdQcFAtgJPs2uprB9YRaVGtfmSe264uZVsT,17265.75,172657.5
AoLh7gkJTzNDn1ZtQQH229xM65BWi3uccbzArchLK63t,B4PmGp1VxprUR8pESjLbUjD8ywBgJMFqRS3LiwqASxjG,17210.94,172109.4
HUoc27c8bVMEMuEjC5k8C7z7QNtjPxesmJ1bwXnu1FYD,21g5UuoAZSLoAB4BsbkwXuwcWcJkzK3qJbezLWa6QZZX,17189.42,171894.2
8o9ht7Q7s5eocGNaCZegk45w3yLAS85pKTkQo9fraD6i,3AkAFg1z74GmroYmkLaMJWqCUEMrJGsiJ5hgrHzWNLQ5,17174.13,171741.3
2Gpqhe8UY6Ba9qM6uSfM2aCAz16ozqn69m288sFebrP7,8wHaefAbABVhqivaqshT9bg2MVopGiw7vkAPvhdn6Kms,17105.38,171053.8
BiP6tEDRBpZzHQ1b8Lbp4dLFWuhEQuLRNMwN5tKratDW,5uKW3skUHPXw1DQdDHfToARTKRnAUfvvJGUg1ijw56LP,16698.94,166989.4
G7eTwVnhR3ZQsvstRVgx91LQrqbjGfA6XybbZpAPENyr,FnLR7G1HC36AZViFNkoXvptdA1LUEVEC5AwHHJrVMQrC,16075.59,160755.9
5z4JW4iMYLjDwU356VWpK4gYxnS9LRr6VDa5kgsD4okU,F9XiABrTKTqhDTdqGupnpKTYDofQeSmo4o3KJd5Y5GWB,16054.74,160547.4
Ecpkbzac8g4qM2NDqSk4FFMuv4F6p6VdBhNRkh5hekYi,B4WEFsmW1LjZ1qDzLGH7t4cNNnHBSh3p7vrjcUidTUgF,15921.65,159216.5
FfJfkBPrjCZA8NX2m59Cg1R5FC3m3DfPK9SfhEzeYPnz,Ako2119n2int49MChUrvyHsU9GRJyrjLPg6aNbXPg1UK,15795.6,157956
HRrrAbMVryeNsAsBYfptNgXgTsWREXcB1nyM71sPcwSu,6VA14prMiTBPQCz6FfEbvuJNUqriRjucLGm11LmppJ8a,15767.4,157674
8iU7vY8RWZTiTCr9HCxKS72yfjC2ooXhjk7hJS9r5RRp,4KNMSu9AEXgHKt6U2hbrqqUzj8kqm9zwotQ31o8Gp8w7,15679.41,156794.1
8Leu5wWz1YjGrcKTvxng1382YTJzpYqm85gM8y82csJy,9AbJHoaGGDSfb1p5TGrr37yW3V3mmQU65m1rvtwrcCxa,15659.71,156597.1
35uXBMLxPm7s7xpCCLdzPWKk367XU5FpTjQAEcTqD3AU,Es36oT6WJ2PkwSXxuVPc9511CtnVVnkAfJcoEN5Yt1gg,15458.19,154581.9
Fe6GmRLXvPh6dKK7erYQY79RcnDguux7T7rXP5iREMJH,8gppjiT1jQ3Q2iDzMaGRJ93RzCN79aT6Gng3g48RcqnB,15413.17,154131.7
H9yqrAxW2Kz78ftkP74m5gUoArc8DyEDggEjer8F35gK,CLRLrzvXTMuRr5Ds5hqVvTokHELBDbH8Jwd7nMZ1pRJU,15277.08,152770.8
4mZ4mVKbiGFEpbNAWuUHdEdq3ykYL14QDPcs2EA3pC8p,CZKiwCixxzLj4EzwHTRsadgSFDMhZwX7XRLLRSq7jodq,15151.74,151517.4
F1V4HYc8se2M2BxT5FgSLCK3pri42BhYA2vAJxr4hhcv,AgNhMKFSPPuN8NVXtPZbvogKP5J4su1aHtskMQ7gHZnR,15046.87,150468.7
79VSCwaSGGpDgmdfesHdTLXTxn7JWWXhHdxg3UkNzKrL,F5kJRoekCK6i6oRaCiNURZfsuPNyZztRcVibnwXRDM7b,15038.71,150387.1
9dWdL2S1bquZgWFbWZaU22G4QJCDbRwyCsLJq2MdVb2Z,23vpDgPrx2i4QpvaeqLNe5Vknr1WqQpnvdgYAA1CqKj4,14950.72,149507.2
6ycRPhK7azjGKd5jr9od1NoSEdktpBcRGv1nBnTrCLYb,TzQhRP6YPkEPMvVGpakUHjNPQefiebuU4xXPs7LuW5D,14856.94,148569.4
3hcu82MJnpLBhzp1VGXPJhKdfPLeiRQGmqCiqWAMsRX6,3LqJ2BT7BeC3tHGBXBXxBGFS7EHQrMNHUzpyk1kR6Amf,14792.27,147922.7
FTArjqos7EHq61AYte4vpkidGvPj2GQVAXJhTiP7XESe,5hU5TZQDLXDSjPbV7M1gBQdu8Hf9ugmWLvq3oktcn96B,14763.64,147636.4
Fgn2acJ1J7rzXiDZT6nFRjhMG1bTRaptQgtBpSUvYHhy,6N6tLCQoMHFz64LVRUBVpFpEuNzM8WrgJod1hUjNmff5,14736.08,147360.8
C247X87Z8xRhGqN3bhjtWhCnvNzcGQAfDTFtAP7QmoGv,DQfmtn4Dj9iWAe9JhSHv8aUwn8kisvUv6J8yw714RW56,14637.45,146374.5
7hZUJHFAumRGX1zhA4BqTr4NAyGR5U3XChU6Su6F18LX,5sZebquedQXaXfwYZPkvNZN36UaDpyNrA9veu9Q1rPhM,14360.13,143601.3
45gYGuPN3zW3Wa8ebJKsigGe7364Q6WMU7MaB4TWe1mh,3X6XQxmWko1J6m5RiZmiHes4TdhpWdd6oWpJqiJBdH54,14183.74,141837.4
45pc5a8rhKWQAuhJSUBaRtVqySPXAEixGKVBZAU9CS3X,5rvNqLRnKroCS2DwMQ4z6qBvfTBhsstgidUW8EARw7k4,14180.6,141806
6HfvJRG9sHeeCqD6RP3ngYku38vpVyyx7yFi9Bvr6EVo,BYcjDLdQt9nXXnScgN4J9sVCrhMWvCyvLFKeK5GZjwia,14172.71,141727.1
2p11a3ch65CwECP9sfBcNE6pgzzmZ8WaEABay2xLPpGv,2LivStxFAKkmXWetKyHRYC61dZ8XsUPMv4Qxz8wLvwKD,14143.86,141438.6
EMiWfovjJnCwmsXWLn8dZTttGsBVc7uYBERpmh5FEBhp,DUoebECJawtpsqWiTp5tGe1K4MY5aXyhNnLVwA1sXVUM,13784.32,137843.2
2DnSGEHaspGwpTt6zw5zxuYooKmHX2ZK9kU45vBdnZgJ,5NfKWgf7vvXnXRs5wYxrfdQD4eC17787kdL8eQVFdB7K,13634.13,136341.3
H84V7AMA3KoTobKiuwf9YWbJBcBHKzpd2TiycG8WsMj7,6SAwwDus2deHGHQycfR2R82TBoLtEBZ5HPY7G1xnwdVz,13598.29,135982.9
EAAwJ1F3DN6GTkFspqPmCuE5XdJKEjnJFae3UkPzFTgN,2XCNQN889yrc8v9aT4wRL8BhadfXUoVEGWARJ3RtxYV7,13542.53,135425.3
ECWjfLsCosMW5ZD3avPZBE8XWAkEnX31NaHGKXwpMRFH,GTmiVbBxJ9xjTW7Uk2LPt2nwq8j1H2GbNSgTxkAqLAta,13378.66,133786.6
2SDr9FSQ7jycTcUDhCnYEbG1uoJWbQjJHr7o7snNoJzV,EeDcxcVvdguidYE43sKceJkndSXJeo6KZ68SwThABSJP,13284.13,132841.3
BV6v9XRHBptJvJTKo1KJ2umntRfzmwuCebA8es6uakFV,DSdQxjH95z7hfHWvrUNZrDT8FZJdHH6rRwGMAvHtmZPr,13257.17,132571.7
FEomjA5P8i9FBq1R9FWsestJzguAgPeQav9jroHzroX4,6QYU7c9ZEPYhe3N1Sy2mzF5kuKimtD3Ym3jMPiW7yrMn,13239.64,132396.4
H5j5PLJgrjQb4cYEACSAGJVtykUm5dPTja86PCubXrA7,Dtn1MkHDgsxArK8CBWBdhxV4qsfRcyoGWMQbBW28NzmB,13201.6,132016
JAUUwx1CiGC5LFGLVdTLtn6ABmoJKFGqiw17147Tj8a2,rMFvoUbNQuJG8bhjuupoWeyfCWkAXzqBo9gZGAMw8en,13134.64,131346.4
CTnCjTW8dC5At4ddZJy36Az5ifkKS2xBTWMShy6bdYZr,DBAbCDMsF13tLE9L3E8KvCm5b1CfLXUBSfiWtxF8PPEA,13128.75,131287.5
58Gbvhu87Do6nhTCpbqMAPtmozCAJ7e2xpPT1QL2rQYp,AZ7e7dM3oKXbnrJrEeaGyJPhh4YMgK73kRZGfivpvZen,13110.78,131107.8
pKXMuRH4eTFn5punFfjMUjzpTvXKbQzwjX4VCfUbJeZ,CVQmyYHYVEhashD7bqLhPV7n9Pqsqh8RXQdJQeKACaKf,12864.24,128642.4
2ByozyX54dixDdhhcfQfFRW8XLz7tbk4YFitBTecWeCb,AZM12NsAS9w1V6VgTY2q66KPryz4hAu2mmLbQhx47knr,12766.71,127667.1
BSk522bJ1oFBW5hTunjRuEjcTj4pS4uCB8bDBvDCdLHa,6ff3RjgFmW5VVawhgmWyzTJay2ee5eKMHK7PyjB7byih,12694.89,126948.9
5ZKTZHQ3Rqm2gacUYEhkcHkps6SuM9EPi6W93PUvSty8,31ASa87fm8rPK7rr6DcbdQxXjuLAy4TSP4AwrzypYsWY,12638.44,126384.4
5v6RBaeUrC2trPT7YetHwKCVycXon99S38iLwfoLHmf,HEXK9HiGdTUhZxZHKvLmmWFY3VuZbdXCk3R3pf16J1RZ,12619.38,126193.8
3qVfALLsSANME7UkahVVzxAt2PcDsBFyRbZbL5mjVJsJ,FS8s2oYEV1wdyoB8hd3wb8aq42XUEfEpZCqZv3hyFf7v,12616.44,126164.4
6t9LinAdC4FU88U38SEid5fxTCSRJ22bxNDMtRrB79V,BRZHR6ev98QeQY6MfyjJ9CQMWpZX2jQEUGybmkuRa4j8,12616,126160
mnvbAHFaQjEY3qXJmaV6wQjxBnJrm4Y8sBNsnTF9uaZ,5U4CXYCaUGVHVh9dsC2jdBcx9uSd4ZW39Q5Tq3Aj8d39,12603.02,126030.2
3apZEd6y6UPW3BPUgBMy5E5nUWuaxRhKw6mW5VSJw9FC,7NtLByoMeNd9QX7WTuyqrBuqhb8gN6DLBfkTtHqaQZ4o,12547.84,125478.4
4ZkSe9Eo5t4RhNbkeqSo7es7zGweJq12eoERKSawzpFa,Ek6WYDawNtsekMGUGxXNCpVnWcPddaRMSqc1V3wra5sz,12438.71,124387.1
3gUJmwhv19oFxSTPanKAsAFkegKr5YzSQ9AkvPuyL4uZ,6m6yYPAZWVsWt61AihBL9kMRDNbne1hoAucB9V1ncd3h,12394.87,123948.7
DMZZsT916yMcMMc7Letg9DEHrhEzTrBjWkocoYEVsbJg,CM4GtP664A8Y3Y4gdQJmxGdAhyA5bw4XrpZMMTdejmrA,12320.91,123209.1
2C6C4JFnUhv5eggLivm7s4XAFvPx9PD3UjwjK9QLBTyM,DwZnSWuUDj4eBTaqBeWQDZR4uGkrQRUXVmgrZJUXfhbf,12188.47,121884.7
DipVqjebsEbiK55KKZEkEMEzmpdJroxJMMyN2uQewCr9,2QCmsJ75CEZiPRarCKkrxXdjGHUuM1Xm2ubiifqZefjV,12039.58,120395.8
Fd8fdeNsPpo35c6iiZNHsyV5ak1vb6ZqYGbVdF8noUhR,BPAnmWCxLDSbhf1nnmkdK7qwk1dVKnptT6YFwTdvHYLo,11983.54,119835.4
32vQE24NHMHFgwCcaxLRQJBYVGZksTE7bMcCnGwZvAbs,6q1tc4YS1FxqdeDxr4dDdmgafwRomgXJAYKVPH93xugE,11943.14,119431.4
7bcTG9Dc1gPPAyRFqm1xpPjiD94GfWT1yoxq6WCh2gdc,PmHko7mTiQdTPHn7LHPWXUdkxjjgyrEjCDTM7VqA9bq,11888.36,118883.6
BT2C2J3tdm4rfrGnhfPhWtY8b7suREuEcT5xktQBxcM4,4sYincXnSPqPKSywtGQavdb9V3L263kkkGQ4k1beF4Ub,11792.54,117925.4
